tarih,vardiya,makine_id,sicaklik,basinc,titreşim,uretim_hizi,operator_tecrube,kullanim_süresi,rulman_degisimi_sonrasi,hata_var
2032-02-08,Gece,1,87.03,1.9,0.54,1072,2,8,4,0
2032-02-09,Gündüz,1,76.52,1.95,0.58,1155,5,7,4,0
2032-02-10,Gündüz,2,71.65,1.5,0.53,1722,4,11,4,0
2032-02-11,Gündüz,2,76.84,1.15,0.51,1068,5,9,4,0
2032-02-12,Gece,2,84.88,1.6,0.56,1470,4,9,4,0
2032-02-13,Akşam,3,78.05,1.74,0.48,1491,3,10,4,0
2032-02-14,Gece,4,79.88,1.77,0.55,1299,4,8,4,0
2032-02-15,Gündüz,4,77.21,1.21,0.52,2167,4,6,4,0
2032-02-16,Akşam,4,87.91,1.86,0.53,2229,4,7,4,0
2032-02-17,Gece,3,74.93,2.11,0.62,1917,4,8,4,0
2032-02-18,Gündüz,3,80.33,2.09,0.59,1712,1,6,4,0
2032-02-19,Gündüz,2,85.54,2.17,0.61,1750,5,8,4,0
2032-02-20,Gece,1,89.21,1.44,0.49,1406,4,7,4,0
2032-02-21,Gece,5,76.53,2.06,0.48,1938,4,7,4,0
2032-02-22,Gece,5,84.8,1.52,0.56,1579,1,10,4,0
2032-02-23,Gündüz,1,76.84,2.04,0.55,2320,2,9,4,0
2032-02-24,Gece,2,86.89,1.58,0.44,1581,1,9,4,0
2032-02-25,Gündüz,1,88.65,1.91,0.55,1798,1,9,4,0
2032-02-26,Gece,1,75.55,2.26,0.64,1528,1,10,4,0
2032-02-27,Gündüz,5,83.27,2.08,0.63,1136,4,9,4,0
2032-02-28,Gündüz,2,85.57,1.52,0.5,1218,1,8,4,0
2032-02-29,Akşam,3,78.53,1.46,0.57,1517,1,9,4,0
2032-03-01,Gece,5,82.74,2.03,0.49,2471,1,9,4,0
2032-03-02,Gece,3,83.0,2.2,0.53,1131,4,11,4,0
2032-03-03,Gündüz,2,90.05,1.93,0.5,2386,3,7,4,0
2032-03-04,Gündüz,1,70.14,1.65,0.48,2367,3,10,4,0
2032-03-05,Gündüz,4,79.72,1.81,0.58,2041,2,10,4,0
2032-03-06,Akşam,4,73.75,1.93,0.56,2439,4,9,4,0
2032-03-07,Akşam,2,80.07,1.77,0.56,1559,1,11,4,0
2032-03-08,Gündüz,4,76.09,1.52,0.57,1927,1,6,4,0
2032-03-09,Gece,3,78.73,2.12,0.55,2176,1,7,4,1
2032-03-10,Gece,4,75.63,2.36,0.49,1331,3,9,4,0
2032-03-11,Akşam,2,80.78,2.23,0.55,1318,1,6,4,0
2032-03-12,Akşam,2,85.37,1.15,0.53,2222,1,8,4,0
2032-03-13,Gündüz,3,78.14,2.15,0.53,1979,3,11,4,0
2032-03-14,Gece,4,87.15,1.97,0.5,2033,1,11,4,0
2032-03-15,Gündüz,4,85.22,1.6,0.47,2162,2,7,4,0
2032-03-16,Akşam,1,90.17,1.21,0.52,1166,5,11,4,0
2032-03-17,Gece,5,82.06,1.77,0.57,1146,2,10,4,0
2032-03-18,Gece,2,79.69,1.91,0.54,2426,4,6,4,0
2032-03-19,Akşam,1,72.07,1.47,0.64,1938,2,9,4,0
2032-03-20,Gündüz,2,76.09,2.17,0.54,1444,2,6,4,0
2032-03-21,Gündüz,1,78.96,2.16,0.56,1069,3,10,4,0
2032-03-22,Gece,5,79.55,1.94,0.55,2351,4,8,4,0
2032-03-23,Akşam,1,91.74,1.39,0.5,1832,2,6,4,0
2032-03-24,Gece,2,78.97,1.72,0.55,1918,5,9,4,1
2032-03-25,Akşam,4,71.16,2.02,0.5,1615,2,6,4,0
2032-03-26,Gündüz,2,83.32,2.0,0.55,2252,1,11,4,0
2032-03-27,Akşam,3,83.03,1.59,0.46,1318,3,8,4,0
2032-03-28,Gündüz,3,77.71,1.63,0.55,1035,1,6,4,0
2032-03-29,Akşam,3,90.64,1.58,0.56,1254,4,8,4,0
2032-03-30,Gece,3,70.52,1.72,0.56,2336,4,8,4,0
2032-03-31,Gündüz,5,86.25,1.65,0.48,1961,3,7,4,0
2032-04-01,Gece,4,78.54,1.6,0.58,1334,2,7,4,0
2032-04-02,Gece,4,75.25,1.76,0.59,2043,4,9,4,0
2032-04-03,Gündüz,2,92.0,1.81,0.51,1297,5,9,4,0
2032-04-04,Gündüz,1,83.68,2.13,0.6,2044,3,9,4,0
2032-04-05,Gece,2,78.51,1.27,0.57,1477,1,8,4,0
2032-04-06,Gece,2,78.41,2.17,0.55,1471,5,8,4,0
2032-04-07,Gece,2,81.38,1.58,0.59,1961,3,7,4,0
2032-04-08,Gece,2,77.69,2.36,0.64,1469,5,11,4,0
2032-04-09,Gündüz,4,86.5,2.0,0.55,2372,3,8,4,0
2032-04-10,Gündüz,1,80.44,1.96,0.53,1766,1,7,4,0
2032-04-11,Gece,2,85.09,1.77,0.66,1589,2,6,4,0
2032-04-12,Akşam,4,81.04,2.42,0.55,1791,3,9,4,0
2032-04-13,Akşam,2,84.35,1.79,0.58,1385,4,9,4,0
2032-04-14,Gündüz,3,86.73,2.25,0.55,1941,1,10,4,0
2032-04-15,Gece,2,88.4,1.63,0.48,1445,1,11,4,0
2032-04-16,Gece,2,82.45,2.01,0.55,1098,5,7,4,0
2032-04-17,Gündüz,5,75.67,2.37,0.62,1654,4,10,4,0
2032-04-18,Akşam,3,79.14,1.55,0.52,2078,5,9,4,0
2032-04-19,Akşam,1,79.87,1.95,0.63,2026,1,10,4,0
2032-04-20,Akşam,2,77.13,1.59,0.6,2355,3,6,4,0
2032-04-21,Gündüz,1,76.3,1.93,0.51,1933,4,10,4,0
2032-04-22,Akşam,3,80.87,2.37,0.5,2458,1,6,4,0
2032-04-23,Gündüz,2,75.08,1.52,0.5,2242,4,9,4,0
2032-04-24,Gündüz,5,74.11,1.85,0.55,2234,3,8,4,0
2032-04-25,Gece,4,71.53,1.55,0.51,1816,2,7,4,0
2032-04-26,Akşam,5,82.4,1.76,0.63,1660,5,10,4,0
2032-04-27,Gündüz,5,81.71,1.99,0.51,1231,5,11,4,0
2032-04-28,Akşam,4,78.38,1.71,0.52,1599,1,6,4,0
2032-04-29,Akşam,4,84.97,2.27,0.64,1919,1,11,4,0
2032-04-30,Gece,4,75.01,1.95,0.56,2171,3,9,4,0
2032-05-01,Akşam,2,81.9,1.4,0.59,2230,1,11,4,1
2032-05-02,Gece,1,80.27,1.9,0.59,1359,1,11,4,0
2032-05-03,Gündüz,1,76.3,2.24,0.5,2442,1,9,4,0
2032-05-04,Akşam,4,77.54,1.96,0.61,2440,4,8,4,0
2032-05-05,Gündüz,5,77.15,1.88,0.6,1871,4,11,4,0
2032-05-06,Akşam,3,81.26,1.71,0.6,2205,2,11,4,0
2032-05-07,Gündüz,4,82.97,1.77,0.54,1555,4,11,4,0
2032-05-08,Akşam,5,77.87,1.8,0.59,2233,5,9,4,0
2032-05-09,Akşam,5,76.44,1.07,0.56,1249,2,11,4,0
2032-05-10,Akşam,2,80.69,1.94,0.58,1595,1,9,4,0
2032-05-11,Akşam,2,71.74,2.1,0.54,1138,5,8,4,0
2032-05-12,Akşam,1,80.17,1.58,0.56,1989,2,9,4,0
2032-05-13,Akşam,1,87.81,1.87,0.62,2254,2,11,4,0
2032-05-14,Akşam,3,76.48,1.91,0.48,1909,5,6,4,0
2032-05-15,Akşam,3,79.12,2.04,0.56,1011,2,11,4,0
2032-05-16,Akşam,3,85.12,1.8,0.61,1979,5,10,4,0
2032-05-17,Gündüz,3,83.77,1.96,0.52,1272,2,10,4,0
2032-05-18,Gece,5,80.31,1.45,0.6,1487,2,6,4,0
2032-05-19,Akşam,5,79.71,1.5,0.6,2113,2,10,4,0
2032-05-20,Gece,1,73.82,1.93,0.57,2048,5,11,4,0
2032-05-21,Akşam,2,82.46,1.73,0.59,1537,2,9,4,0
2032-05-22,Akşam,2,73.28,1.33,0.66,1984,4,11,4,0
2032-05-23,Gündüz,4,69.67,1.9,0.55,2083,4,10,4,0
2032-05-24,Gündüz,5,85.04,1.42,0.51,2194,4,10,4,0
2032-05-25,Gece,3,81.93,2.61,0.56,1587,4,9,4,0
2032-05-26,Gündüz,3,84.4,1.15,0.53,1787,4,10,4,0
2032-05-27,Gündüz,4,76.32,1.82,0.6,2470,1,9,4,0
2032-05-28,Gece,2,82.33,1.47,0.56,1920,2,8,4,0
2032-05-29,Gündüz,3,77.8,2.07,0.61,2033,3,11,4,0
2032-05-30,Akşam,2,78.36,1.68,0.6,1242,1,8,4,0
2032-05-31,Gece,4,84.87,2.1,0.55,2201,5,10,4,0
2032-06-01,Gece,2,79.25,2.03,0.54,1797,1,8,4,0
2032-06-02,Akşam,2,76.52,1.48,0.52,1256,3,10,4,0
2032-06-03,Gündüz,2,73.17,1.58,0.64,1309,1,8,4,0
2032-06-04,Gece,3,81.8,1.7,0.61,1515,2,10,4,0
2032-06-05,Gece,1,85.3,1.78,0.57,2238,4,7,4,0
2032-06-06,Akşam,5,76.08,1.74,0.62,2053,2,11,4,0
2032-06-07,Akşam,2,83.44,2.02,0.53,2369,1,6,4,0
2032-06-08,Gündüz,2,75.29,1.87,0.54,2088,3,11,4,0
2032-06-09,Gece,2,83.75,1.62,0.54,1635,5,8,4,0
2032-06-10,Gündüz,1,80.16,1.53,0.6,1796,2,9,4,0
2032-06-11,Gündüz,4,81.34,1.56,0.56,2176,3,6,4,0
2032-06-12,Akşam,3,76.51,1.9,0.52,1039,5,10,4,0
2032-06-13,Gece,1,81.79,1.74,0.6,2049,4,6,4,0
2032-06-14,Gece,2,77.01,2.42,0.62,2296,2,9,4,0
2032-06-15,Gece,1,77.93,1.8,0.58,2182,2,9,4,0
2032-06-16,Akşam,1,72.41,1.86,0.65,1580,4,11,4,0
2032-06-17,Akşam,1,76.14,1.26,0.63,1000,4,10,4,0
2032-06-18,Akşam,4,77.37,1.4,0.65,1078,1,11,4,0
2032-06-19,Akşam,5,81.56,1.46,0.63,2251,5,8,4,0
2032-06-20,Akşam,3,82.98,1.64,0.61,2350,3,8,4,0
2032-06-21,Gece,4,76.96,1.36,0.53,1619,4,7,4,0
2032-06-22,Gündüz,4,79.18,1.45,0.58,1500,1,11,4,0
2032-06-23,Gece,5,88.43,2.0,0.57,2498,5,9,4,0
2032-06-24,Gündüz,4,80.66,1.54,0.55,2378,5,7,4,0
2032-06-25,Akşam,1,77.32,1.79,0.57,2147,2,9,4,0
2032-06-26,Gündüz,1,71.6,1.98,0.52,1977,1,7,4,0
2032-06-27,Gece,2,75.73,2.08,0.64,2447,1,11,4,0
2032-06-28,Gece,4,75.54,1.89,0.55,2275,2,8,4,0
2032-06-29,Gündüz,2,89.89,1.91,0.64,1485,3,9,4,0
2032-06-30,Akşam,3,75.76,2.09,0.67,1477,4,11,4,0
2032-07-01,Akşam,1,80.26,1.92,0.56,1332,2,11,4,0
2032-07-02,Gece,3,81.85,2.11,0.57,2255,4,8,4,0
2032-07-03,Gündüz,5,85.53,1.16,0.63,1029,1,6,4,0
2032-07-04,Akşam,1,80.04,1.77,0.58,1726,2,8,4,0
2032-07-05,Akşam,3,77.45,1.82,0.56,1172,3,9,4,0
2032-07-06,Gece,5,77.12,1.76,0.62,1791,4,6,4,0
2032-07-07,Akşam,3,81.78,1.84,0.57,1467,4,7,4,0
2032-07-08,Gündüz,5,76.58,1.68,0.71,2499,4,10,4,1
2032-07-09,Gece,5,74.48,2.04,0.63,1722,1,9,4,0
2032-07-10,Gece,1,77.45,1.64,0.64,2340,4,10,4,0
2032-07-11,Gündüz,2,73.38,1.73,0.6,1396,5,10,4,0
2032-07-12,Gece,5,89.25,2.23,0.7,1124,4,6,4,0
2032-07-13,Akşam,5,82.98,2.19,0.57,2103,1,7,4,0
2032-07-14,Akşam,1,88.1,1.85,0.64,1695,2,8,4,0
2032-07-15,Gündüz,2,82.43,1.61,0.54,1526,4,6,4,0
2032-07-16,Akşam,4,87.62,1.31,0.72,2419,4,7,4,0
2032-07-17,Gündüz,4,81.84,1.76,0.65,2112,2,8,4,0
2032-07-18,Gündüz,2,83.63,1.95,0.56,2026,5,8,4,0
2032-07-19,Akşam,3,69.33,1.58,0.63,1535,1,7,4,0
2032-07-20,Gündüz,1,75.43,1.8,0.66,1600,2,8,4,0
2032-07-21,Akşam,2,80.18,1.7,0.56,1987,1,9,4,0
2032-07-22,Gece,4,80.31,1.28,0.59,1605,2,9,4,0
2032-07-23,Gece,5,79.62,1.84,0.56,2094,3,6,4,0
2032-07-24,Gündüz,4,82.26,1.93,0.63,1699,5,8,4,0
2032-07-25,Akşam,5,82.47,1.85,0.62,1138,3,8,4,0
2032-07-26,Akşam,1,84.33,2.28,0.61,1009,2,7,4,0
2032-07-27,Gece,5,83.34,1.7,0.57,1129,2,9,4,0
2032-07-28,Gece,2,86.02,1.68,0.6,1400,1,10,4,0
2032-07-29,Akşam,5,86.06,2.45,0.58,2244,2,6,4,0
2032-07-30,Gündüz,3,80.87,1.43,0.64,1641,1,11,4,0
2032-07-31,Gece,2,90.41,1.61,0.56,1436,1,9,4,0
2032-08-01,Gündüz,1,86.8,1.91,0.58,2423,2,7,4,0
2032-08-02,Gündüz,2,75.97,2.14,0.66,2136,1,6,4,0
2032-08-03,Gece,3,81.96,2.08,0.59,2475,5,10,4,0
2032-08-04,Gündüz,1,70.79,1.49,0.7,2241,3,11,4,0
2032-08-05,Gündüz,4,71.63,2.29,0.63,1057,2,6,4,0
2032-08-06,Akşam,3,77.5,1.94,0.53,2136,1,9,4,0
2032-08-07,Gündüz,1,75.62,1.55,0.55,1699,1,10,4,0
2032-08-08,Akşam,5,77.53,1.58,0.59,2145,1,11,4,0
2032-08-09,Gece,2,81.64,1.82,0.66,1407,1,7,4,0
2032-08-10,Gece,1,86.13,2.45,0.65,2483,5,6,4,0
2032-08-11,Akşam,2,85.86,1.86,0.6,2108,2,9,4,0
2032-08-12,Gece,5,82.07,2.44,0.68,1399,2,7,4,0
2032-08-13,Gündüz,1,74.56,2.06,0.64,1355,5,10,4,0
2032-08-14,Gündüz,4,77.21,1.42,0.61,1098,5,6,4,0
2032-08-15,Gündüz,3,83.19,2.22,0.68,1517,5,8,4,0
2032-08-16,Gece,1,75.87,1.52,0.58,1107,2,9,4,0
2032-08-17,Gündüz,5,73.67,1.62,0.65,1151,4,9,4,0
2032-08-18,Gece,1,82.46,1.88,0.66,1905,3,8,4,0
2032-08-19,Gündüz,2,79.76,1.79,0.65,1849,5,7,4,0
2032-08-20,Akşam,1,78.95,2.07,0.62,1748,5,9,4,0
2032-08-21,Gece,4,85.55,1.95,0.67,1026,2,7,4,0
2032-08-22,Gece,1,85.44,1.76,0.72,1118,2,10,4,0
2032-08-23,Gündüz,3,88.91,2.31,0.62,1722,3,8,4,0
2032-08-24,Gece,1,76.74,1.66,0.63,1099,1,7,4,0
2032-08-25,Gece,2,82.15,1.5,0.67,1002,2,10,4,0
2032-08-26,Akşam,1,80.1,1.94,0.61,1805,3,6,4,0
2032-08-27,Akşam,4,81.69,1.79,0.61,2352,2,9,4,0
2032-08-28,Gündüz,5,74.33,1.87,0.57,2129,2,8,4,0
2032-08-29,Akşam,1,72.99,2.02,0.54,2253,2,6,4,0
2032-08-30,Gündüz,1,79.8,1.74,0.57,1303,4,6,4,0
2032-08-31,Gündüz,3,75.79,2.36,0.67,1176,4,6,4,0
2032-09-01,Gündüz,4,84.69,1.88,0.58,1083,5,7,4,0
2032-09-02,Gece,5,72.5,1.66,0.66,1262,4,9,4,0
2032-09-03,Akşam,2,72.91,1.98,0.71,2219,3,8,4,0
2032-09-04,Gündüz,1,77.92,1.77,0.64,2272,2,11,4,0
2032-09-05,Akşam,5,72.31,1.83,0.59,2405,4,11,4,0
2032-09-06,Gündüz,2,88.38,1.47,0.63,1457,2,9,4,0
2032-09-07,Akşam,4,79.09,1.5,0.65,1408,1,9,4,0
2032-09-08,Akşam,4,76.99,2.12,0.65,2104,5,9,4,0
2032-09-09,Gündüz,5,82.34,1.43,0.64,2435,4,10,4,0
2032-09-10,Gece,2,84.42,1.76,0.67,1205,2,10,4,0
2032-09-11,Akşam,4,81.03,1.9,0.69,1819,1,10,4,0
2032-09-12,Gece,5,79.66,2.22,0.61,2014,5,10,4,1
2032-09-13,Gece,4,75.08,1.66,0.71,1801,5,9,4,0
2032-09-14,Gündüz,4,83.15,2.03,0.65,1894,1,9,4,0
2032-09-15,Gündüz,4,87.08,1.76,0.53,1872,4,11,4,0
2032-09-16,Gündüz,3,78.9,1.15,0.63,1387,4,8,4,0
2032-09-17,Akşam,2,75.76,1.81,0.63,1893,2,11,4,0
2032-09-18,Gündüz,5,80.91,1.78,0.69,1766,3,11,4,0
2032-09-19,Gündüz,5,80.01,1.93,0.61,2422,2,8,4,0
2032-09-20,Akşam,2,73.92,1.61,0.65,2031,2,8,4,1
2032-09-21,Akşam,2,77.49,1.64,0.57,1449,2,11,4,0
2032-09-22,Gündüz,2,88.94,2.16,0.6,2499,1,11,4,0
2032-09-23,Gündüz,2,73.26,1.7,0.68,1341,5,11,4,0
2032-09-24,Gündüz,1,76.55,1.23,0.58,2096,5,8,4,0
2032-09-25,Gündüz,5,75.26,1.95,0.69,1859,3,8,4,0
2032-09-26,Gece,1,75.7,2.06,0.7,1120,4,10,4,0
2032-09-27,Gece,4,77.77,2.06,0.71,1301,2,9,4,0
2032-09-28,Gündüz,4,82.24,1.62,0.72,1960,1,8,4,0
2032-09-29,Gece,5,86.54,1.8,0.68,1883,1,7,4,0
2032-09-30,Akşam,4,81.02,1.96,0.67,1880,2,8,4,0
2032-10-01,Gece,2,76.58,2.09,0.68,1233,1,8,4,0
2032-10-02,Gece,1,87.7,1.95,0.65,1065,1,9,4,0
2032-10-03,Gündüz,2,69.66,2.03,0.63,1229,2,11,4,0
2032-10-04,Gece,4,83.37,1.58,0.69,1921,3,10,4,0
2032-10-05,Gece,1,74.87,1.11,0.67,1050,1,6,4,0
2032-10-06,Gece,2,79.75,2.12,0.69,1658,5,11,4,0
2032-10-07,Gece,5,82.82,1.52,0.64,2352,5,11,4,0
2032-10-08,Akşam,2,71.97,1.75,0.64,1386,5,9,4,0
2032-10-09,Gündüz,4,80.71,2.04,0.66,2061,2,10,4,0
2032-10-10,Gündüz,1,81.09,1.81,0.64,1752,5,7,4,0
2032-10-11,Akşam,5,87.31,2.01,0.79,2196,4,6,4,0
2032-10-12,Gece,1,93.58,2.54,0.75,1492,1,10,4,0
2032-10-13,Akşam,5,72.24,1.97,0.65,2478,3,11,4,0
2032-10-14,Gece,1,87.09,1.58,0.65,1040,5,10,4,0
2032-10-15,Akşam,4,79.81,1.37,0.67,1945,2,9,4,0
2032-10-16,Gündüz,5,75.96,2.0,0.63,2152,3,10,4,0
2032-10-17,Gündüz,3,81.85,1.82,0.63,2077,2,8,4,0
2032-10-18,Gündüz,1,73.49,1.39,0.66,1085,3,10,4,0
2032-10-19,Gece,1,73.79,2.15,0.64,2292,3,6,4,0
2032-10-20,Gece,2,71.32,2.02,0.66,1295,1,10,4,0
2032-10-21,Akşam,5,82.73,1.8,0.67,2044,3,7,4,0
2032-10-22,Akşam,3,81.64,2.46,0.5,2238,4,8,4,0
2032-10-23,Gündüz,4,75.93,2.11,0.56,1424,4,6,4,0
2032-10-24,Gece,2,87.62,1.5,0.61,1188,4,6,4,0
2032-10-25,Akşam,3,76.69,2.15,0.67,1160,2,11,4,0
2032-10-26,Gece,5,86.41,1.88,0.62,1712,1,9,4,0
2032-10-27,Gece,3,80.61,2.37,0.77,1380,2,9,4,0
2032-10-28,Gündüz,1,76.62,2.08,0.7,1243,5,8,4,0
2032-10-29,Gündüz,1,79.43,1.95,0.76,1182,4,6,4,0
2032-10-30,Gece,2,73.73,1.93,0.71,1543,1,11,4,0
2032-10-31,Gece,5,81.08,1.44,0.58,1778,4,7,4,0
2032-11-01,Gece,5,80.15,1.65,0.6,1947,1,10,4,0
2032-11-02,Gece,3,82.64,1.86,0.64,1092,2,10,4,0
2032-11-03,Gündüz,2,84.4,1.39,0.6,1367,2,10,4,0
2032-11-04,Akşam,5,80.58,1.94,0.72,1158,4,9,4,0
2032-11-05,Gündüz,1,72.62,1.58,0.66,1397,3,6,4,0
2032-11-06,Akşam,3,84.66,1.68,0.67,2203,1,6,4,0
2032-11-07,Gece,4,80.07,2.01,0.73,1437,5,7,4,0
2032-11-08,Akşam,1,70.53,1.63,0.76,1372,3,9,4,0
2032-11-09,Gündüz,2,81.55,1.94,0.65,1305,2,7,4,0
2032-11-10,Gündüz,5,81.93,1.84,0.6,1984,1,6,4,0
2032-11-11,Gece,1,78.21,1.48,0.61,2402,3,10,4,0
2032-11-12,Gündüz,4,79.01,2.06,0.72,2241,5,9,4,0
2032-11-13,Gece,4,77.02,2.08,0.68,1981,3,9,4,0
2032-11-14,Gündüz,2,82.08,2.1,0.62,1328,5,9,4,0
2032-11-15,Gündüz,1,80.7,2.37,0.7,1342,2,11,4,0
2032-11-16,Gece,3,75.46,1.68,0.61,1723,1,11,4,0
2032-11-17,Akşam,1,88.09,1.22,0.58,2186,2,10,4,0
2032-11-18,Gündüz,4,76.67,1.6,0.57,1157,1,11,4,0
2032-11-19,Akşam,2,66.47,2.09,0.6,2133,3,9,4,0
2032-11-20,Gündüz,2,77.65,1.78,0.73,1349,2,11,4,0
2032-11-21,Gündüz,3,85.15,1.38,0.66,1725,1,11,4,0
2032-11-22,Gündüz,2,78.97,1.29,0.67,1364,5,8,4,0
2032-11-23,Gündüz,2,71.83,2.23,0.68,1014,1,9,4,0
2032-11-24,Akşam,2,74.86,1.98,0.62,1152,2,11,4,0
2032-11-25,Akşam,2,74.6,1.65,0.65,1531,2,10,4,0
2032-11-26,Gündüz,2,77.12,2.36,0.65,1966,3,11,4,0
2032-11-27,Gündüz,4,78.69,2.59,0.63,2423,5,11,4,0
2032-11-28,Akşam,1,82.47,2.11,0.65,2075,1,9,4,0
2032-11-29,Gece,5,80.64,2.03,0.67,1854,2,11,4,0
2032-11-30,Gece,2,80.88,1.96,0.66,1468,1,8,4,0
2032-12-01,Akşam,5,88.9,2.06,0.7,2344,4,8,4,0
2032-12-02,Gündüz,5,84.3,2.39,0.65,1878,5,11,4,0
2032-12-03,Gündüz,4,83.86,1.51,0.75,1595,5,9,4,0
2032-12-04,Gece,2,70.93,1.7,0.63,1366,4,6,4,0
2032-12-05,Gece,5,76.24,1.79,0.65,1640,5,6,4,0
2032-12-06,Akşam,2,72.01,1.97,0.7,1861,4,7,4,0
2032-12-07,Gece,3,76.15,2.27,0.71,1893,1,8,4,0
2032-12-08,Akşam,3,83.97,1.92,0.62,2039,4,6,4,0
2032-12-09,Gece,3,78.04,1.99,0.67,2434,3,7,4,0
2032-12-10,Gece,5,85.36,2.0,0.72,2297,4,6,4,0
2032-12-11,Gece,3,83.47,1.81,0.6,1588,1,9,4,0
2032-12-12,Gündüz,4,80.25,1.68,0.68,2329,5,11,4,0
2032-12-13,Gündüz,4,85.48,1.82,0.61,1091,3,8,4,0
2032-12-14,Gündüz,5,86.82,1.6,0.64,1457,4,6,4,0
2032-12-15,Gece,2,82.27,1.61,0.69,2293,1,9,4,0
2032-12-16,Akşam,1,81.15,1.91,0.67,2075,3,7,4,0
2032-12-17,Akşam,2,83.17,1.66,0.63,2144,3,9,4,0
2032-12-18,Akşam,2,72.97,2.35,0.75,2073,3,7,4,0
2032-12-19,Akşam,2,79.41,1.84,0.67,2498,4,6,4,0
2032-12-20,Gündüz,2,79.88,2.21,0.71,2403,1,11,4,0
2032-12-21,Gündüz,1,78.16,1.43,0.76,1386,1,10,4,0
2032-12-22,Gece,3,76.05,1.44,0.65,2312,1,11,4,0
2032-12-23,Gece,2,84.99,1.77,0.72,2477,2,9,4,0
2032-12-24,Akşam,4,80.85,2.08,0.71,1370,5,10,4,0
2032-12-25,Gündüz,5,81.3,1.65,0.62,1183,1,8,4,0
2032-12-26,Akşam,5,87.12,1.77,0.75,1771,2,10,4,0
2032-12-27,Gece,4,79.02,2.1,0.69,1204,2,11,4,0
2032-12-28,Gece,2,78.06,1.68,0.66,1953,3,8,4,0
2032-12-29,Akşam,1,86.81,1.57,0.61,1171,5,6,4,0
2032-12-30,Gece,3,72.55,2.01,0.63,1824,3,6,4,0
2032-12-31,Akşam,5,80.26,1.41,0.69,1221,5,9,4,0
2033-01-01,Gündüz,3,76.31,1.69,0.62,2191,3,10,4,0
2033-01-02,Akşam,1,81.46,1.83,0.72,2267,4,8,4,0
2033-01-03,Gündüz,5,82.86,1.96,0.67,2241,5,8,4,1
2033-01-04,Gündüz,3,83.14,2.05,0.61,2079,2,10,4,0
2033-01-05,Gece,1,85.13,2.09,0.66,1614,2,11,4,0
2033-01-06,Gece,3,78.74,1.71,0.64,1166,5,6,4,0
2033-01-07,Gece,2,79.05,2.09,0.63,1141,3,11,4,0
2033-01-08,Akşam,1,82.63,1.95,0.58,1124,4,6,4,0
2033-01-09,Akşam,3,84.44,2.02,0.7,1089,4,8,4,0
2033-01-10,Gece,2,73.5,1.61,0.65,1310,1,9,4,0
2033-01-11,Akşam,2,81.57,2.0,0.79,2394,5,6,4,0
2033-01-12,Gece,1,78.02,1.75,0.75,1951,4,7,4,0
2033-01-13,Akşam,4,80.44,1.81,0.78,1215,3,8,4,0
2033-01-14,Gündüz,5,78.22,1.85,0.73,2464,3,10,4,0
2033-01-15,Gündüz,1,76.39,2.43,0.67,2209,2,10,4,1
2033-01-16,Gece,2,74.91,1.53,0.72,1882,4,11,4,0
2033-01-17,Akşam,2,79.24,2.16,0.68,2176,4,11,4,0
2033-01-18,Akşam,1,81.79,2.23,0.72,1760,3,8,4,0
2033-01-19,Gündüz,4,76.98,2.05,0.75,1095,2,11,4,0
2033-01-20,Gündüz,5,85.95,1.64,0.73,1709,4,11,4,0
2033-01-21,Gece,3,92.29,2.31,0.7,2359,3,8,4,0
2033-01-22,Gündüz,1,82.07,1.7,0.71,1148,2,6,4,0
2033-01-23,Gece,5,79.79,2.01,0.71,1927,2,8,4,0
2033-01-24,Gündüz,5,75.44,1.84,0.76,1714,3,8,4,0
2033-01-25,Gündüz,2,81.85,1.69,0.68,1882,2,11,4,0
2033-01-26,Akşam,3,87.39,1.96,0.69,2425,2,7,4,0
2033-01-27,Gündüz,1,89.74,2.36,0.68,2354,1,10,4,0
2033-01-28,Gündüz,2,86.98,1.88,0.71,2250,2,11,4,0
2033-01-29,Gece,2,84.22,2.39,0.74,1357,4,6,4,0
2033-01-30,Gündüz,4,82.05,1.75,0.72,1587,2,9,4,0
2033-01-31,Gece,5,74.76,1.82,0.7,1315,4,6,4,0
2033-02-01,Gündüz,1,79.5,1.43,0.76,1884,3,10,4,0
2033-02-02,Gündüz,1,78.92,1.63,0.67,2059,2,9,4,0
2033-02-03,Gece,1,79.53,1.73,0.63,2451,3,8,4,0
2033-02-04,Akşam,2,76.4,1.7,0.72,1449,5,7,4,0
2033-02-05,Gece,4,83.79,1.51,0.71,1844,2,7,4,0
2033-02-06,Gece,3,78.63,1.57,0.7,1089,3,10,4,0
2033-02-07,Gece,2,78.22,1.71,0.64,1540,5,11,4,0
2033-02-08,Akşam,3,76.42,2.16,0.72,1175,4,10,4,0
2033-02-09,Gündüz,4,81.16,1.35,0.8,2443,4,7,4,0
2033-02-10,Gece,5,87.48,1.18,0.64,1647,4,9,4,0
2033-02-11,Gece,1,79.95,1.27,0.7,1900,4,9,4,0
2033-02-12,Akşam,3,81.41,1.55,0.72,1686,4,11,4,0
2033-02-13,Gece,2,89.68,1.99,0.69,2194,1,6,4,0
2033-02-14,Gündüz,3,86.02,1.69,0.72,1393,3,8,4,0
2033-02-15,Akşam,5,82.94,1.69,0.69,2289,5,11,4,0
2033-02-16,Gündüz,1,82.73,1.68,0.72,1503,5,9,4,0
2033-02-17,Gündüz,3,76.98,1.24,0.7,2157,2,8,4,0
